component,score,is_preferred_hardened,version_preference_status,preferred_source_date,hardened_batch,source_id,paper_title,source_file,section_or_page,object_type,object_name,short_claim_summary,verbatim_or_near_verbatim_claim,canonical_formulation,licenses,forbids,dependencies,downstream_uses,paper_insertion_targets,AASC_family,AASC_subfamily,referee_risk,matched_terms
endpoint_exactness_nonpromotion,195,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6DC183-THM-014,"Anchor, Tensor, and Skin: A Fixed-Domain Decomposition Theorem for Admissible Description",New_erk_files_May_27_Anchor__Tensor__and_Skin__A_Fixed_Domain_Decomposition_Theorem_for_Admissible_Description.pdf,Page 22; formal number 5A.0,Theorem,Role minimality,"No proper subset of {anchor, tensor, skin} and no alternative admissibility-preserving repartition of the same fixed carrier yields a complete role decomposition distinct from anchor / tensor / skin. Statement. Fix a scope S and the descriptive carrier DS . Then: 1. no proper subset of {anchor, tensor, skin} suffices to classify every admissibility-bearing...","4.34. Theorem 5A.0 (Role minimality) No proper subset of {anchor, tensor, skin} and no alternative admissibility-preserving repartition of the same fixed carrier yields a complete role decomposition distinct from anchor / tensor / skin. Statement. Fix a scope S and the descriptive carrier DS . Then: 1. no proper subset of {anchor, tensor, skin} suffices to classify every admissibility-bearing descriptive element on DS ; and 2. any alternative admissibility-preserving three-way partition of DS either collapses ex tensionally to anchor / tensor / skin up to role isomorphism, or else fails to preserve admissibility-bearing work on the fixed carrier. Accordingly, the anchor / tensor / skin partition is not merely exhaustive; it is minimal and unique up to lawful relabeling preserving admissibility-bearing effect type. Each role also corresponds to a distinct irreducible failure channel on the fixed carrier: removing anchors collapses admissibility-definedness, removing tensors collapses standing-bearing invariant",Role minimality,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,promotion | readout
fixed_domain_truth_admissibility,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_534018-DEF-008,Standing-Admissibility Identity Closure A Fixed-Domain Meta-Necessity Closure,New_erk_files_May_27_Standing_Admissibility_Identity_Closure.pdf,Page 4; formal number 4.1,Definition,Same-domain classifier,"A same-domain classifier is a map G : X → {0, 1} claimed to govern same-domain fixation or standing-bearing reuse on the fixed domain.","Definition 4.1 (Same-domain classifier). A same-domain classifier is a map G : X → {0, 1} claimed to govern same-domain fixation or standing-bearing reuse on the fixed domain.",Same-domain classifier,kernel-consistent AASC deployment; closure-controlled downstream use,"Do not use outside fixed scope, as a free generator, or as an unlicensed cross-arc transport.",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping,kernel/interface synthesis; closure/exhaustion/rigidity mapping,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",Normal formal-object audit risk,domain fixation | fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_534018-THM-002,Standing-Admissibility Identity Closure A Fixed-Domain Meta-Necessity Closure,New_erk_files_May_27_Standing_Admissibility_Identity_Closure.pdf,Page 4; formal number 4.2,Theorem,Unique same-domain gate classification,"Let G, G′ : X → {0, 1} be lawful samedomain classifiers, each claimed to govern same-domain fixation or standing-bearing reuse on the same fixed domain. Then G and G′ agree pointwise on X.","Theorem 4.2 (Unique same-domain gate classification). Let G, G′ : X → {0, 1} be lawful samedomain classifiers, each claimed to govern same-domain fixation or standing-bearing reuse on the same fixed domain. Then G and G′ agree pointwise on X.",Unique same-domain gate classification,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",Normal formal-object audit risk,domain fixation | fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-DEF-003,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 6; formal number 1.8,Definition,Fixed-domain / same-scope comparison class for this paper,"A proposed modification, redescription, selector, transport, parameter split, value-fixation rule, or completion remains same-scope for a fixed scope S iff all of the following are preserved simultaneously:","Definition 1.8 (Fixed-domain / same-scope comparison class for this paper). A proposed modification, redescription, selector, transport, parameter split, value-fixation rule, or completion remains same-scope for a fixed scope S iff all of the following are preserved simultaneously:",Fixed-domain / same-scope comparison class for this paper,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",High value for numerical/parameter/metric overclaim firewall control,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-THM-017,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 41; formal number 6.2,Theorem,Certificate-maximality of AdL for fixed-domain standing-bearing transport,"Within the fixed-domain comparison class of Definition 1.8, AdL is maximal with respect to explicit finite same-domain construction moves that can carry standing without changing the declared load. More precisely, any proposed additional operator, transport, selector, presentation change, or completion M that preserves the declared load, fixed scope, error...","Theorem 6.2 (Certificate-maximality of AdL for fixed-domain standing-bearing transport). Within the fixed-domain comparison class of Definition 1.8, AdL is maximal with respect to explicit finite same-domain construction moves that can carry standing without changing the declared load. More precisely, any proposed additional operator, transport, selector, presentation change, or completion M that preserves the declared load, fixed scope, error envelope, witness family, standing quotient, and continuation structure must fall into one of three cases:",Certificate-maximality of AdL for fixed-domain standing-bearing transport,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; residue/discrete constraint arcs; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; residue/discrete constraint arcs; operator/formal-system closure arcs,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-032,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 42; formal number 6.6,Remark,Envelope maximality is same-domain maximality,The envelope AdL is not presented as a catalogue of all mathematical formulations. It is the maximal same-domain envelope generated by identity-preserving operations explicitly constructible from the declared load without changing the fixed-domain clauses of Definition 1.8. The formal statement is Theorem 6.2: adjoining an additional operation either adds...,"Remark 6.6 (Envelope maximality is same-domain maximality). The envelope AdL is not presented as a catalogue of all mathematical formulations. It is the maximal same-domain envelope generated by identity-preserving operations explicitly constructible from the declared load without changing the fixed-domain clauses of Definition 1.8. The formal statement is Theorem 6.2: adjoining an additional operation either adds no standing content because it factors through the standing normal form, or it changes an anchor, quotient, tensor witness, or continuation structure and therefore is not a same-scope enlargement of AdL . Thus the asserted maximality is not “maximal by definition”; it is maximal under the construction certificate burden imposed by fixed-domain standing, transport completeness, and quotient preservation.",Envelope maximality is same-domain maximality,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",High value for numerical/parameter/metric overclaim firewall control,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_8962DE-THM-019,"Admissible Record Construction in Physically Non-Selective Quantum Regimes Fixed-Domain Quotients, Boundary-Trace Fixation, and Constructional Determinacy Overview. This manuscript treats the measurement problem as a fixed-domain",New_erk_files_May_27_Admissible_Record_Construction_in_Physically_Non_Selective_Quantum_Regimes.pdf,Page 40; formal number 8.10,Theorem,(Decision-theoretic dependence for literal same-domain constructional prospec-,Any literal same-domain constructional decision-theoretic use of branching quantum theory presupposes prior successor typing and record-fixation. It does not create them.,Theorem 8.10 (Decision-theoretic dependence for literal same-domain constructional prospective-record reuse). Any literal same-domain constructional decision-theoretic use of branching quantum theory presupposes prior successor typing and record-fixation. It does not create them.,(Decision-theoretic dependence for literal same-domain constructional prospec-,kernel-consistent AASC deployment; interface-safe reconstruction; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture; GR/QM/cosmology/constants boundary arcs,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture; GR/QM/cosmology/constants boundary arcs,AI / epistemic-agent / governance layer,"AI claim standing, success-vs-truth, validator, agent instantiation, liability",High value for numerical/parameter/metric overclaim firewall control,fixed-domain | reference fixation | same-domain | truth
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_534018-COR-002,Standing-Admissibility Identity Closure A Fixed-Domain Meta-Necessity Closure,New_erk_files_May_27_Standing_Admissibility_Identity_Closure.pdf,Page 5; formal number 4.3,Corollary,No second same-domain admissibility-bearing classifier,Any auxiliary same domain classifier that is lawful and governance-relevant either agrees pointwise with the fixed-domain gate or is impossible. Any auxiliary classifier that changes neither evaluated-state classification nor coherent legal trajectory behavior is bookkeeping only.,Corollary 4.3 (No second same-domain admissibility-bearing classifier). Any auxiliary same domain classifier that is lawful and governance-relevant either agrees pointwise with the fixed-domain gate or is impossible. Any auxiliary classifier that changes neither evaluated-state classification nor coherent legal trajectory behavior is bookkeeping only.,No second same-domain admissibility-bearing classifier,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",Normal formal-object audit risk,fixed-domain | reference fixation | same domain | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-005,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 6; formal number 1.9,Remark,The comparison class is not an ad hoc shield,"Definition 1.8 is the minimal domain in which the paper’s target phenomenon is well-typed: standing-bearing evaluation, identity-preserving redescription, explicit regime transport, and irreversible reuse of construction records. Rejecting this comparison class does not produce a same-scope counterexample; it removes the fixed-domain object being audited.","Remark 1.9 (The comparison class is not an ad hoc shield). Definition 1.8 is the minimal domain in which the paper’s target phenomenon is well-typed: standing-bearing evaluation, identity-preserving redescription, explicit regime transport, and irreversible reuse of construction records. Rejecting this comparison class does not produce a same-scope counterexample; it removes the fixed-domain object being audited.",The comparison class is not an ad hoc shield,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-006,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 6; formal number 1.10,Remark,Out-of-class movement is not an internal objection,"A transformation, formalism, or operator outside the fixed-domain comparison class can still be studied as a larger-domain construction. It cannot function as a same-scope counterexample unless it preserves standing, transport completeness, and fixed-domain comparability for the original S. This is a necessity condition, not a terminological convention:...","Remark 1.10 (Out-of-class movement is not an internal objection). A transformation, formalism, or operator outside the fixed-domain comparison class can still be studied as a larger-domain construction. It cannot function as a same-scope counterexample unless it preserves standing, transport completeness, and fixed-domain comparability for the original S. This is a necessity condition, not a terminological convention: without those three carriers, there is no identitypreserving map on the standing quotient whose failure could refute the closure result.",Out-of-class movement is not an internal objection,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-007,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 7; formal number 1.12,Remark,Theorem typing convention and global-reading exclusion,"Unless explicitly stated otherwise, all closure, uniqueness, exhaustion, and forcing statements in this paper are relative to the fixed-domain comparison class of Definition 1.8. In Sections 6-7 the additional reference class is the admissibility envelope AdL (Definition 6.1). A proposal that changes the load, admitted tests, error discipline, transport...","Remark 1.12 (Theorem typing convention and global-reading exclusion). Unless explicitly stated otherwise, all closure, uniqueness, exhaustion, and forcing statements in this paper are relative to the fixed-domain comparison class of Definition 1.8. In Sections 6-7 the additional reference class is the admissibility envelope AdL (Definition 6.1). A proposal that changes the load, admitted tests, error discipline, transport rules, quotient relation, or witness family may be an interesting larger-domain construction, but it is not a counterexample to a same-scope closure theorem.",Theorem typing convention and global-reading exclusion,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-009,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 8; formal number 2.3,Remark,"Minimal coherence is a domain contract, not hidden dynamics","The minimal-coherence clauses do not smuggle in the Standard Model or any numerical physics. They specify the minimum conditions under which a fixed-domain construction can reuse identity-bearing records across lawful presentation changes. A framework that rejects stable identity fixation, lawful identity-preserving transformation, irreversible commitment,...","Remark 2.3 (Minimal coherence is a domain contract, not hidden dynamics). The minimal-coherence clauses do not smuggle in the Standard Model or any numerical physics. They specify the minimum conditions under which a fixed-domain construction can reuse identity-bearing records across lawful presentation changes. A framework that rejects stable identity fixation, lawful identity-preserving transformation, irreversible commitment, or nontrivial witness extraction is not a rival same-scope bookkeeping for S; it is a different construction problem and must be typed outside Definition 1.8.","Minimal coherence is a domain contract, not hidden dynamics",kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Standard Model / particle-structure / neutrino arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Standard Model / particle-structure / neutrino arcs,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",High value for numerical/parameter/metric overclaim firewall control,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-PRO-002,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 8; formal number 2.6,Proposition,Output agreement alone is insufficient for standing,"Within the fixed-domain comparison class, a construction sequence that uses output agreement alone as a same-scope standing criterion collapses unless it also supplies admissible identity-preserving transport and quotient preservation in the sense of Definition 1.8.","Proposition 2.6 (Output agreement alone is insufficient for standing). Within the fixed-domain comparison class, a construction sequence that uses output agreement alone as a same-scope standing criterion collapses unless it also supplies admissible identity-preserving transport and quotient preservation in the sense of Definition 1.8.",Output agreement alone is insufficient for standing,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-012,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 9; formal number 2.9,Remark,"Axiom denial is a domain change, not an internal counterexample","One may deny stable identity fixation, lawful identity-preserving transformation, irreversible commitment, or nontrivial witness extraction. That denial is permitted as an external bridge move, but it changes the construction system under audit. Inside the fixed-domain comparison class, a counterexample must preserve the minimal-coherence interface and then...","Remark 2.9 (Axiom denial is a domain change, not an internal counterexample). One may deny stable identity fixation, lawful identity-preserving transformation, irreversible commitment, or nontrivial witness extraction. That denial is permitted as an external bridge move, but it changes the construction system under audit. Inside the fixed-domain comparison class, a counterexample must preserve the minimal-coherence interface and then exhibit a same-domain standing witness that survives quotient reduction.","Axiom denial is a domain change, not an internal counterexample",kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-REM-015,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 9; formal number 2.12,Remark,Latent-but-non-witnessed structure has no same-scope standing,"A latent variable, metadata layer, hidden label, or broader-theory parameter that is not representable by an invariant witness in the declared scope, and that does not alter the standing quotient or admissible transport/history structure, defines no distinct same-scope standing state. If such structure becomes visible only after enlarging the admitted...","Remark 2.12 (Latent-but-non-witnessed structure has no same-scope standing). A latent variable, metadata layer, hidden label, or broader-theory parameter that is not representable by an invariant witness in the declared scope, and that does not alter the standing quotient or admissible transport/history structure, defines no distinct same-scope standing state. If such structure becomes visible only after enlarging the admitted tests, changing the transport interface, or adding new load, then the construction has left the fixed-domain comparison class. This remains so even for an arbitrarily small scope extension: witnessability obtained by changing the admitted tests is a typed domain change, not a same-scope completion. Thus latent existence outside the witness ledger is not a same-scope extension; it is either skin for the present domain or a typed larger-domain construction. If it is retained as identity-bearing while remaining unwitnessed inside the declared domain, it is hidden unwitnessed structure and therefore a standing-failure mode under Definition 2.53.",Latent-but-non-witnessed structure has no same-scope standing,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,AMetric / interface / interior layer,"AMetric Boundary, bivalence, admissible interior, regime-invariant interface control",High value for numerical/parameter/metric overclaim firewall control,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,225,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-THM-002,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 9; formal number 2.13,Theorem,Admissibility constraint on the standing quotient and admissibility groupoid,"Let constructed states exist inside a fixed scope S, the declared load L, and the fixed-domain comparison class of Definition 1.8, satisfying minimal coherence (Definition 2.1). Then any construction sequence that treats witness-indistinguishable parameter points as different standing states collapses by standing failure. Conversely, all admissible...","Theorem 2.13 (Admissibility constraint on the standing quotient and admissibility groupoid). Let constructed states exist inside a fixed scope S, the declared load L, and the fixed-domain comparison class of Definition 1.8, satisfying minimal coherence (Definition 2.1). Then any construction sequence that treats witness-indistinguishable parameter points as different standing states collapses by standing failure. Conversely, all admissible same-scope constructions satisfy:",Admissibility constraint on the standing quotient and admissibility groupoid,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Impossibility Suite / boundary blockers,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",High value for numerical/parameter/metric overclaim firewall control,fixed domain | fixed-domain | reference fixation | same-domain
