component,score,is_preferred_hardened,version_preference_status,preferred_source_date,hardened_batch,source_id,paper_title,source_file,section_or_page,object_type,object_name,short_claim_summary,verbatim_or_near_verbatim_claim,canonical_formulation,licenses,forbids,dependencies,downstream_uses,paper_insertion_targets,AASC_family,AASC_subfamily,referee_risk,matched_terms
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_3C066D-EXM-004,COLLAPSE OF OPERATOR-LEVEL STRENGTHENING MECHANISMS: STRUCTURAL CONSTRAINTS IN MATHEMATICAL AND PHYSICAL FRAMEWORKS,New_erk_files_May_27_COLLAPSE_OF_OPERATOR_LEVEL_STRENGTHENING_MECHANISMS.pdf,Page 26; formal number A.6,Example,Completion followed by canonicalization,"One first passes from an old object to a completion, then chooses a canonical representative there, and finally reads a statement back to the old base. The completion stage is external. If the representative rule used in the completed object is not internally fixed even relative to that ambient setting, a second external dependence has been added. If the...","Example A.6 (Completion followed by canonicalization). One first passes from an old object to a completion, then chooses a canonical representative there, and finally reads a statement back to the old base. The completion stage is external. If the representative rule used in the completed object is not internally fixed even relative to that ambient setting, a second external dependence has been added. If the final readback states only an invariant fact about the original object, the net old-base effect is conservative; otherwise the procedure remains external.",Completion followed by canonicalization,closure-controlled downstream use; typed AASC construction under fixed scope,"primitive reification, compatibility-only promotion, or post-hoc repair",As declared or implied in source object; dependency normalization pending.,closure/exhaustion/rigidity mapping; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,closure/exhaustion/rigidity mapping; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",Normal formal-object audit risk,completion | promotion
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_7381DE-THM-023,"Eadem Natura, Duo Spectra: The Forced Two-Spectrum Structure of Evaluability",New_erk_files_May_27_Eadem_Natura__Duo_Spectra.pdf,Page 46; formal number 3.3,Theorem,"ATS, AMB tensor/skin promotion into an-","ATS, AMB tensor/skin promotion into an chor authority","Theorem 3.3 ATS, AMB tensor/skin promotion into an chor authority","ATS, AMB tensor/skin promotion into an-",closure-controlled downstream use,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,closure/exhaustion/rigidity mapping,closure/exhaustion/rigidity mapping,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,promotion | readout
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_3D011A-PRO-017,"Forty-Two Exhaustion, Closure, and Downstream Consequence",New_erk_files_May_27_Forty-Two.pdf,Page 88; formal number 10.12,Proposition,Endpoint-hygiene placement of the Yang-Mills roadmap,"The Yang-Mills materials retain theorem-roadmap status inside the capstone because the source cluster already fixes the theorem-level object, the exact endpoint boundaries, the role of qualitative faithful-Wilson universality, the ρ-indexed status of the explicit quantitative ledger, and the exclusion of nonlocal sectors from the theorem claim.","Proposition 10.12 (Endpoint-hygiene placement of the Yang-Mills roadmap). The Yang-Mills materials retain theorem-roadmap status inside the capstone because the source cluster already fixes the theorem-level object, the exact endpoint boundaries, the role of qualitative faithful-Wilson universality, the ρ-indexed status of the explicit quantitative ledger, and the exclusion of nonlocal sectors from the theorem claim.",Endpoint-hygiene placement of the Yang-Mills roadmap,closure-controlled downstream use,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,closure/exhaustion/rigidity mapping,closure/exhaustion/rigidity mapping,Closure / impossibility / exhaustion layer,"closure, exhaustion, impossibility, no-repair, no-generator, no-carrier control",High value for numerical/parameter/metric overclaim firewall control,endpoint | exact endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_6F74B7-BND-001,Gauge-Coupling Parameters and Forced Uniqueness under Admissible Redescription,New_erk_files_May_27_Gauge_Coupling_Parameters_and_Forced_Uniqueness.pdf,Page 27; unnumbered named formal object,Boundary,EFT vs. UV completion,"Boundary-witness criterion (EFT vs. UV completion). A common attempted evasion is to claim two regimes are “co-scoped in spirit” while treating them as disjoint by appeal to an EFT/UV split. In this paper, an EFT/UV pair avoids genuine co-scoping only by exhibiting an admissible boundary witness: an explicit domain partition (e.g. cutoff/validity boundary)...","Boundary-witness criterion (EFT vs. UV completion). A common attempted evasion is to claim two regimes are “co-scoped in spirit” while treating them as disjoint by appeal to an EFT/UV split. In this paper, an EFT/UV pair avoids genuine co-scoping only by exhibiting an admissible boundary witness: an explicit domain partition (e.g. cutoff/validity boundary) together with an admissible matching/translation on the overlap of validity. Absent such a boundary witness, any denial of co-authority degenerates into an implicit routing rule (“which regime applies to a given interior object?”), which is a nontrivial selection operator and is closed by Lemma D.7 and",EFT vs. UV completion,interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Standard Model / particle-structure / neutrino arcs; operator/formal-system closure arcs,AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; Standard Model / particle-structure / neutrino arcs; operator/formal-system closure arcs,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer",High value for numerical/parameter/metric overclaim firewall control,completion | readout
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-DEF-004,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 7; formal number 3.6,Definition,Carrier-preserving operator,"Let B = (X, Ω, A) be a base structure. A purported operator F on admissible inputs from X is carrierpreserving if it is presented as acting on the same base carrier X rather than by openly replacing X with a quotient, completion, extension, or new ambient structure.","Definition 3.6 (Carrier-preserving operator). Let B = (X, Ω, A) be a base structure. A purported operator F on admissible inputs from X is carrierpreserving if it is presented as acting on the same base carrier X rather than by openly replacing X with a quotient, completion, extension, or new ambient structure.",Carrier-preserving operator,interface-safe reconstruction; typed AASC construction under fixed scope,"Do not use outside fixed scope, as a free generator, or as an unlicensed cross-arc transport.",As declared or implied in source object; dependency normalization pending.,AMetric/interface/interior arcs; operator/formal-system closure arcs,AMetric/interface/interior arcs; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",Normal formal-object audit risk,completion | endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-DEF-008,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 8; formal number 3.10,Definition,External parameter or witness,"An auxiliary datum relevant to a purported operator on x is external if it is not internally fixed over x and must therefore be supplied by an extra selector, witness, evaluator, generic object, comparison map, completion rule, or ambient construction not already determined by the original base structure.","Definition 3.10 (External parameter or witness). An auxiliary datum relevant to a purported operator on x is external if it is not internally fixed over x and must therefore be supplied by an extra selector, witness, evaluator, generic object, comparison map, completion rule, or ambient construction not already determined by the original base structure.",External parameter or witness,closure-controlled downstream use; typed AASC construction under fixed scope,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,closure/exhaustion/rigidity mapping; operator/formal-system closure arcs,closure/exhaustion/rigidity mapping; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,completion | endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-PRO-001,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 8; formal number 3.11,Proposition,Internality firewall,"Throughout this paper the following principles are fixed. (i) Admissibility is structural rather than merely provisional. (ii) A carrier-preserving redescription cannot create new values for old operations on old tuples. (iii) If a purported carrier-preserving operator depends essentially on ex ternal parameters or witnesses, then it is not internal to the...","Proposition 3.11 (Internality firewall). Throughout this paper the following principles are fixed. (i) Admissibility is structural rather than merely provisional. (ii) A carrier-preserving redescription cannot create new values for old operations on old tuples. (iii) If a purported carrier-preserving operator depends essentially on ex ternal parameters or witnesses, then it is not internal to the original base structure. Proof. Clause (i) is built into the role assigned to the admissibility regime. Clause (ii) is exactly the content of conservative action on old-base-relevant content in this setting. Clause (iii) follows because an operator whose effect depends on data not fixed by the base is not determined by that base alone. □",Internality firewall,kernel-consistent AASC deployment; interface-safe reconstruction; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; gate/validator architecture; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,endpoint | promotion
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-REM-003,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 8; formal number 3.12,Remark,Definability is not fixed-base internality,"Internality is evaluated relative to the fixed base structure. Definability in an expanded language, a forcing extension, a monster model, a completion, a quotient, or another ambient representation does not by itself constitute same-base operator content on the original base. It counts as fixed-base internal only when the resulting old-base-relevant values...","Remark 3.12 (Definability is not fixed-base internality). Internality is evaluated relative to the fixed base structure. Definability in an expanded language, a forcing extension, a monster model, a completion, a quotient, or another ambient representation does not by itself constitute same-base operator content on the original base. It counts as fixed-base internal only when the resulting old-base-relevant values or consequences are determined without dependence on the added witness, evaluator, comparison map, or ambient structure.",Definability is not fixed-base internality,interface-safe reconstruction; closure-controlled downstream use; typed AASC construction under fixed scope,"unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; operator/formal-system closure arcs,AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,completion | endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-DEF-010,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 9; formal number 4.2,Definition,Carrier-preserving extension,"A weak admissible extension B ∗ of B is carrier-preserving if it is presented as remaining in the fixedbase comparison class of B: the old carrier, old primitive structure, old admissibility profile, and old comparison language are claimed to remain the objects under discussion rather than being replaced by a quotient, completion, or new ambient domain.","Definition 4.2 (Carrier-preserving extension). A weak admissible extension B ∗ of B is carrier-preserving if it is presented as remaining in the fixedbase comparison class of B: the old carrier, old primitive structure, old admissibility profile, and old comparison language are claimed to remain the objects under discussion rather than being replaced by a quotient, completion, or new ambient domain.",Carrier-preserving extension,kernel-consistent AASC deployment; interface-safe reconstruction,"Do not use outside fixed scope, as a free generator, or as an unlicensed cross-arc transport.",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",Normal formal-object audit risk,completion | endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-COR-001,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 10; formal number 4.7,Corollary,No post hoc repair,"An old undefined primitive application cannot be made admissible later by a carrier-preserving extension of the same base structure. Proof. Any such repair would assign a new value to an old tuple for an old primitive operation, which is the graph change excluded by Lemma 4.5 and","Corollary 4.7 (No post hoc repair). An old undefined primitive application cannot be made admissible later by a carrier-preserving extension of the same base structure. Proof. Any such repair would assign a new value to an old tuple for an old primitive operation, which is the graph change excluded by Lemma 4.5 and",No post hoc repair,licensed only under the source paper scope and dependency chain.,"primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,Impossibility Suite / boundary blockers; operator/formal-system closure arcs,Impossibility Suite / boundary blockers; operator/formal-system closure arcs,Closure / impossibility / exhaustion layer,"closure, exhaustion, impossibility, no-repair, no-generator, no-carrier control",High value for numerical/parameter/metric overclaim firewall control,endpoint | promotion
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-COR-002,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 10; formal number 4.8,Corollary,No deferred admissibility,"If an old tuple is outside the domain of an old operation at the stage of formation, no later carrier-preserving extension makes that old application defined on the same old data. Proof. Deferral changes only the timing of the same forbidden move. The old tuple would still have to become newly defined on the old carrier. □","Corollary 4.8 (No deferred admissibility). If an old tuple is outside the domain of an old operation at the stage of formation, no later carrier-preserving extension makes that old application defined on the same old data. Proof. Deferral changes only the timing of the same forbidden move. The old tuple would still have to become newly defined on the old carrier. □",No deferred admissibility,kernel-consistent AASC deployment; closure-controlled downstream use,"primitive reification, compatibility-only promotion, or post-hoc repair; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,kernel/interface synthesis; closure/exhaustion/rigidity mapping; Impossibility Suite / boundary blockers; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,endpoint | promotion
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-DEF-014,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 12; formal number 6.2,Definition,Five structural loci,"A purported old-base-relevant strengthening can affect the fixed comparison only through the following loci: (I) the old operation graph on old tuples; (II) the carrier or identity of the object under discussion; (III) an auxiliary evaluator, witness, selector, completion boundary, com parison map, generic object, or semantic device; (IV) the descriptive...","Definition 6.2 (Five structural loci). A purported old-base-relevant strengthening can affect the fixed comparison only through the following loci: (I) the old operation graph on old tuples; (II) the carrier or identity of the object under discussion; (III) an auxiliary evaluator, witness, selector, completion boundary, com parison map, generic object, or semantic device; (IV) the descriptive language alone; (V) the operative admissibility policy or operator family.",Five structural loci,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,completion | endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-EXM-001,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 15; formal number 7.2,Example,"Choosing the least code, the lexicographically first form, or","Choosing the least code, the lexicographically first form, or a minimal-complexity representative is internal only relative to a base that already fixes the relevant order, coding, or complexity measure. Otherwise the apparent canonicity is carried by imported structure. 7.2. Completion and evaluative closure. Completion constructions often feel canonical...","Example 7.2. Choosing the least code, the lexicographically first form, or a minimal-complexity representative is internal only relative to a base that already fixes the relevant order, coding, or complexity measure. Otherwise the apparent canonicity is carried by imported structure. 7.2. Completion and evaluative closure. Completion constructions often feel canonical while still operating by passage to a richer ambient object. In metric, order-theoretic, algebraic, and semantic settings, completion typically works either by adjoining new points, classes, or ideal objects, or by adding a rule that evaluates old data against a richer completion boundary.","Choosing the least code, the lexicographically first form, or",interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,completion | endpoint
endpoint_exactness_nonpromotion,200,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_E53B34-THM-012,INVARIANT SELECTION AND ENDPOINT STRUCTURE FOR SELF-ADJOINT EXTENSIONS,New_erk_files_May_27_INVARIANT_SELECTION_AND_ENDPOINT_STRUCTURE_FOR_SELF_ADJOINT_EXTENSIONS.pdf,Page 26; formal number 7.22,Theorem,Flagship case-study classification,"Each of the flagship families in this section, including the concrete self-adjoint extension instance, is governed by the same fixed-base dichotomy. A purported strengthening is either conservative on old-base-relevant content because the load-bearing datum is already internally fixed, or else it depends on external data, witnesses, evaluators, boundary...","Theorem 7.22 (Flagship case-study classification). Each of the flagship families in this section, including the concrete self-adjoint extension instance, is governed by the same fixed-base dichotomy. A purported strengthening is either conservative on old-base-relevant content because the load-bearing datum is already internally fixed, or else it depends on external data, witnesses, evaluators, boundary conditions, extension parameters, or ambient extension and is not internal to the original base. In the quotient, completion, and self-adjoint extension cases, the move may fail carrier preservation outright by changing the object or operator framework under discussion. Proof. Combine Propositions 7.1, 7.3, 7.6, 7.7, 7.9, Theorems 7.11, 7.13, and 7.15. □",Flagship case-study classification,interface-safe reconstruction; gated admissibility evaluation; typed AASC construction under fixed scope,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,AMetric/interface/interior arcs; gate/validator architecture; operator/formal-system closure arcs,AMetric/interface/interior arcs; gate/validator architecture; operator/formal-system closure arcs,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control",High value for numerical/parameter/metric overclaim firewall control,completion | endpoint
fixed_domain_truth_admissibility,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_534018-DEF-008,Standing-Admissibility Identity Closure A Fixed-Domain Meta-Necessity Closure,New_erk_files_May_27_Standing_Admissibility_Identity_Closure.pdf,Page 4; formal number 4.1,Definition,Same-domain classifier,"A same-domain classifier is a map G : X → {0, 1} claimed to govern same-domain fixation or standing-bearing reuse on the fixed domain.","Definition 4.1 (Same-domain classifier). A same-domain classifier is a map G : X → {0, 1} claimed to govern same-domain fixation or standing-bearing reuse on the fixed domain.",Same-domain classifier,kernel-consistent AASC deployment; closure-controlled downstream use,"Do not use outside fixed scope, as a free generator, or as an unlicensed cross-arc transport.",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping,kernel/interface synthesis; closure/exhaustion/rigidity mapping,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",Normal formal-object audit risk,domain fixation | fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,235,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_534018-THM-002,Standing-Admissibility Identity Closure A Fixed-Domain Meta-Necessity Closure,New_erk_files_May_27_Standing_Admissibility_Identity_Closure.pdf,Page 4; formal number 4.2,Theorem,Unique same-domain gate classification,"Let G, G′ : X → {0, 1} be lawful samedomain classifiers, each claimed to govern same-domain fixation or standing-bearing reuse on the same fixed domain. Then G and G′ agree pointwise on X.","Theorem 4.2 (Unique same-domain gate classification). Let G, G′ : X → {0, 1} be lawful samedomain classifiers, each claimed to govern same-domain fixation or standing-bearing reuse on the same fixed domain. Then G and G′ agree pointwise on X.",Unique same-domain gate classification,kernel-consistent AASC deployment; closure-controlled downstream use; gated admissibility evaluation,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,kernel/interface synthesis; closure/exhaustion/rigidity mapping; gate/validator architecture,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility",Normal formal-object audit risk,domain fixation | fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-DEF-003,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 6; formal number 1.8,Definition,Fixed-domain / same-scope comparison class for this paper,"A proposed modification, redescription, selector, transport, parameter split, value-fixation rule, or completion remains same-scope for a fixed scope S iff all of the following are preserved simultaneously:","Definition 1.8 (Fixed-domain / same-scope comparison class for this paper). A proposed modification, redescription, selector, transport, parameter split, value-fixation rule, or completion remains same-scope for a fixed scope S iff all of the following are preserved simultaneously:",Fixed-domain / same-scope comparison class for this paper,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation,"ungated scope transport or modality laundering; unlicensed numerical fit, parameter import, or empirical value laundering",As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; operator/formal-system closure arcs,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",High value for numerical/parameter/metric overclaim firewall control,fixed domain | fixed-domain | reference fixation | same-domain
fixed_domain_truth_admissibility,230,YES,Preferred hardened version,2026-05-27 upload; individual PDF modified dates preserved in archive,New erk files May 27.zip,ERK20260527-New_erk_files_May_C93F68-THM-017,"Structura Ex Necessitate Standardis Modelis A relative closure theorem for the Standard-Model bookkeeping interior under fixed load, fixed domain, and certificate-maximal same-domain transport",New_erk_files_May_27_Structura_Ex_Necessitate_Standardis_Modelis.pdf,Page 41; formal number 6.2,Theorem,Certificate-maximality of AdL for fixed-domain standing-bearing transport,"Within the fixed-domain comparison class of Definition 1.8, AdL is maximal with respect to explicit finite same-domain construction moves that can carry standing without changing the declared load. More precisely, any proposed additional operator, transport, selector, presentation change, or completion M that preserves the declared load, fixed scope, error...","Theorem 6.2 (Certificate-maximality of AdL for fixed-domain standing-bearing transport). Within the fixed-domain comparison class of Definition 1.8, AdL is maximal with respect to explicit finite same-domain construction moves that can carry standing without changing the declared load. More precisely, any proposed additional operator, transport, selector, presentation change, or completion M that preserves the declared load, fixed scope, error envelope, witness family, standing quotient, and continuation structure must fall into one of three cases:",Certificate-maximality of AdL for fixed-domain standing-bearing transport,kernel-consistent AASC deployment; interface-safe reconstruction; closure-controlled downstream use; gated admissibility evaluation; typed AASC construction under fixed scope,ungated scope transport or modality laundering,As declared or implied in source object; dependency normalization pending.,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; residue/discrete constraint arcs; operator/formal-system closure arcs,kernel/interface synthesis; AMetric/interface/interior arcs; closure/exhaustion/rigidity mapping; gate/validator architecture; residue/discrete constraint arcs; operator/formal-system closure arcs,Constraint envelope / redescription layer,"constraint envelopes, scope, redescription, envelope non-contact, transport control",Normal formal-object audit risk,fixed domain | fixed-domain | reference fixation | same-domain
